
input frame records: 59990
embedding missing files:  0
total matches:  190
         1782792 function calls (1754950 primitive calls) in 6.108 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 randomdecl.py:256(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:273(<listcomp>)
        1    0.000    0.000    0.000    0.000 conv.py:8(_ConvNd)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:70(<listcomp>)
       10    0.000    0.000    0.000    0.000 _script.py:149(_get_type_trace_db)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 glob_group.py:7(GlobGroup)
        3    0.000    0.000    0.000    0.000 __init__.py:376(_FuncPtr)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:115(__init__)
        8    0.000    0.000    0.000    0.000 accessor.py:174(__init__)
        1    0.000    0.000    0.000    0.000 python_parser.py:60(PythonParser)
        1    0.000    0.000    0.000    0.000 linear.py:134(Bilinear)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 conv.py:653(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:296(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 request.py:424(OpenerDirector)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 merge.py:605(_MergeOperation)
        1    0.000    0.000    0.000    0.000 utils.py:7(WeightedQuantizedModule)
        1    0.000    0.000    0.000    0.000 ffi.py:49(__init__)
        2    0.000    0.000    0.000    0.000 instructions.py:34(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:116(Buffer)
        1    0.000    0.000    0.000    0.000 loss.py:30(L1Loss)
        1    0.000    0.000    0.000    0.000 managers.py:1891(from_blocks)
        1    0.000    0.000    0.000    0.000 quant_type.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cpu_options.py:7(AbstractOptionValue)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
       10    0.000    0.000    0.000    0.000 frontend.py:343(<listcomp>)
        6    0.000    0.000    0.000    0.000 codegen.py:620(enable_object_caching)
        1    0.000    0.000    0.000    0.000 loss.py:214(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:10(ExpRelaxedCategorical)
        1    0.000    0.000    0.000    0.000 scope.py:88(Scope)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
        1    0.000    0.000    0.000    0.000 argparse.py:1672(ArgumentParser)
        1    0.000    0.000    0.000    0.000 dtypes.py:1412(BaseMaskedDtype)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1231(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 bn_relu.py:8(BNReLU2d)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:546(__init__)
        2    0.000    0.000    0.000    0.000 serialization.py:70(register_package)
        4    0.000    0.000    0.000    0.000 getlimits.py:658(min)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 padding.py:29(ConstantPad1d)
        2    0.000    0.000    0.000    0.000 base.py:5605(<genexpr>)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        8    0.000    0.000    0.000    0.000 containers.py:243(key)
        1    0.000    0.000    0.000    0.000 pytables.py:2598(Fixed)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:1232(_TensorExtractor)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 linalg.py:114(_LAPACK)
        1    0.000    0.000    0.000    0.000 observer.py:1326(ReuseInputObserver)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:76(__init__)
        6    0.000    0.000    0.000    0.000 :0(check_compatible)
        1    0.000    0.000    0.000    0.000 __init__.py:694(LongStorage)
        1    0.000    0.000    0.000    0.000 lazy.py:52(LazyModuleMixin)
        1    0.000    0.000    0.000    0.000 weakref.py:586(__call__)
        7    0.000    0.000    0.000    0.000 metadata.py:483(__init__)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        6    0.000    0.000    0.000    0.000 nanops.py:1644(make_nancomp)
        2    0.000    0.000    0.000    0.000 threading.py:1229(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 request.py:2138(FancyURLopener)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:137(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        4    0.000    0.000    0.000    0.000 :0(TrueLiteral)
        6    0.000    0.000    0.000    0.000 std.py:228(__init__)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:10(FisherSnedecor)
        1    0.000    0.000    0.000    0.000 __init__.py:699(IntStorage)
        1    0.000    0.000    0.000    0.000 loss.py:720(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 generic.py:518(_construct_axes_from_arguments)
        9    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        3    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 function.py:553(NestedIOFunction)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:69(__init__)
       13    0.000    0.000    0.000    0.000 values.py:1127(is_terminated)
        1    0.000    0.000    0.000    0.000 models.py:1017(CharSeq)
       13    0.000    0.000    0.000    0.000 functions.py:696(key)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 padding.py:271(ReflectionPad3d)
        1    0.000    0.000    0.000    0.000 callconv.py:341(CPUCallConv)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 templates.py:512(_OverloadFunctionTemplate)
        4    0.000    0.000    0.000    0.000 :0(ascii_tolower)
        5    0.000    0.000    0.000    0.000 datetime.py:50(_days_in_month)
        4    0.000    0.000    0.000    0.000 :0(register_at_fork)
        1    0.000    0.000    0.000    0.000 info.py:731(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:416(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:11(HalfCauchy)
        1    0.000    0.000    0.000    0.000 model.py:335(force_the_name)
        1    0.000    0.000    0.000    0.000 threading.py:775(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 readers.py:1954(_refine_defaults_read)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 core.py:1322(make_mask_descr)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:7(Embedding)
        1    0.000    0.000    0.000    0.000 cpu.py:282(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        2    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        1    0.000    0.000    0.000    0.000 targetconfig.py:114(setter)
        1    0.000    0.000    0.000    0.000 __init__.py:709(CharStorage)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:749(<genexpr>)
        6    0.000    0.000    0.000    0.000 dispatcher.py:223(__enter__)
        1    0.000    0.000    0.000    0.000 :0(openssl_md5)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:228(FixedQParamsFakeQuantize)
        1    0.000    0.000    0.000    0.000 __init__.py:714(BoolStorage)
        2    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 string_.py:219(StringArray)
        1    0.000    0.000    0.000    0.000 lazy.py:9(_LazyProtocol)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 callable.py:18(MapperMapDataPipe)
        1    0.000    0.000    0.000    0.000 conv.py:743(ConvTranspose2d)
        2    0.000    0.000    0.000    0.000 utils.py:201(_is_utf)
        4    0.000    0.000    0.000    0.000 values.py:606(__eq__)
        1    0.000    0.000    0.000    0.000 __init__.py:724(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:704(ShortStorage)
        1    0.000    0.000    0.000    0.000 _odswriter.py:32(ODSWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        1    0.000    0.000    0.000    0.000 rolling.py:1380(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:719(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:399(CompilerBase)
        1    0.000    0.000    0.000    0.000 __init__.py:729(ComplexFloatStorage)
        3    0.000    0.000    0.000    0.000 fuser_method_mappings.py:198(reverse3)
        2    0.000    0.000    0.000    0.000 :0(putenv)
        1    0.000    0.000    0.000    0.000 bytecode.py:52(ByteCodeInst)
        1    0.000    0.000    0.000    0.000 padding.py:425(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:159(__init__)
        2    0.000    0.000    0.000    0.000 :0(urandom)
        4    0.000    0.000    0.000    0.000 function.py:490(_iter_filter)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 ops.py:69(Term)
        1    0.000    0.000    0.000    0.000 errors.py:576(NotDefinedError)
        1    0.000    0.000    0.000    0.000 models.py:255(ProxyModel)
        1    0.000    0.000    0.000    0.000 readers.py:1516(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:407(__init__)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 cparser.py:295(Parser)
        1    0.000    0.000    0.000    0.000 padding.py:374(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 streams.py:12(Stream)
        1    0.000    0.000    0.000    0.000 dataset.py:244(ChainDataset)
        1    0.000    0.000    0.000    0.000 batchnorm.py:14(_NormBase)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
        2    0.000    0.000    0.000    0.000 :0(tobytes)
        1    0.000    0.000    0.000    0.000 :0(get_terminal_size)
        1    0.000    0.000    0.000    0.000 base_parser.py:1148(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 imputils.py:16(Registry)
        1    0.000    0.000    0.000    0.000 :0(get_version)
        1    0.000    0.000    0.000    0.000 _VF.py:21(__init__)
        4    0.000    0.000    0.000    0.000 base_parser.py:1308(<genexpr>)
        2    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        1    0.000    0.000    0.000    0.000 decorators.py:41(GUVectorize)
        1    0.000    0.000    0.000    0.000 info.py:856(TableBuilderVerboseMixin)
       12    0.000    0.000    0.000    0.000 event.py:286(duration)
        1    0.000    0.000    0.000    0.000 retarget.py:72(BasicRetarget)
        6    0.000    0.000    0.000    0.000 dataclasses.py:767(_hash_set_none)
        1    0.000    0.000    0.000    0.000 compiler.py:186(CompileResult)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1382(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 context.py:6(__init__)
        1    0.000    0.000    0.000    0.000 ssa.py:288(_FixSSAVars)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 combining.py:190(_ChildDataPipe)
        1    0.000    0.000    0.000    0.000 connection.py:119(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 grouper.py:435(Grouping)
        1    0.000    0.000    0.000    0.000 pytables.py:2280(DataCol)
        5    0.000    0.000    0.000    0.000 ast.py:517(__init__)
        1    0.000    0.000    0.000    0.000 flatten.py:8(Flatten)
        1    0.000    0.000    0.000    0.000 caching.py:98(_CacheLocator)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:189(__init__)
        2    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        1    0.000    0.000    0.000    0.000 listobj.py:148(ListInstance)
        1    0.000    0.000    0.000    0.000 loss.py:1216(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 typed_passes.py:773(PreLowerStripPhis)
        1    0.000    0.000    0.000    0.000 npydecl.py:228(NumpyRulesInplaceArrayOperator)
        1    0.000    0.000    0.000    0.000 padding.py:169(_ReflectionPadNd)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 _xlwt.py:30(XlwtWriter)
        1    0.000    0.000    0.000    0.000 typeinfer.py:43(TypeVar)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:475(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:297(<listcomp>)
        5    0.000    0.000    0.000    0.000 platform.py:779(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 profiler.py:42(profile)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:436(__init__)
        1    0.000    0.000    0.000    0.000 instructions.py:497(descr)
        1    0.000    0.000    0.000    0.000 array_manager.py:708(ArrayManager)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(ZipExtFile)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1574(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:96(_Dependent)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:422(__init__)
        1    0.000    0.000    0.000    0.000 function.py:276(Function)
        1    0.000    0.000    0.000    0.000 typing.py:170(_type_repr)
        1    0.000    0.000    0.000    0.000 padding.py:465(ZeroPad2d)
        1    0.000    0.000    0.000    0.000 activation.py:129(Sigmoid)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retarget.py:51(BaseRetarget)
        1    0.000    0.000    0.000    0.000 _atfork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:970(RNNCellBase)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1618(__init__)
        1    0.000    0.000    0.000    0.000 _atfork.py:18(register_after_fork)
        1    0.000    0.000    0.000    0.000 padding.py:180(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 common.py:1102(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 dataset.py:173(TensorDataset)
        1    0.000    0.000    0.000    0.000 metadata.py:494(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:242(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1472(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1311(__init__)
        4    0.000    0.000    0.000    0.000 :0(ascii_iscased)
        1    0.000    0.000    0.000    0.000 padding.py:220(ReflectionPad2d)
        6    0.000    0.000    0.000    0.000 npdatetime.py:665(_create_datetime_comparison_impl)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:221(__init__)
        7    0.000    0.000    0.000    0.000 codegen.py:1045(<listcomp>)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        1    0.000    0.000    0.000    0.000 frontend.py:912(build_List)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:620(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1669(__init__)
        1    0.000    0.000    0.000    0.000 base_parser.py:1312(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:566(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:1118(BinGrouper)
        1    0.000    0.000    0.000    0.000 observer.py:1198(FixedQParamsObserver)
        1    0.000    0.000    0.000    0.000 rnn.py:1200(GRUCell)
        1    0.000    0.000    0.000    0.000 loss.py:223(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 dtypes.py:1314(PandasDtype)
        1    0.000    0.000    0.000    0.000 log_normal.py:7(LogNormal)
        3    0.000    0.000    0.000    0.000 pythonapi.py:24(__init__)
        1    0.000    0.000    0.000    0.000 caching.py:311(CacheImpl)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:743(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:281(__init__)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:87(RelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        9    0.000    0.000    0.000    0.000 instructions.py:206(return_value)
        1    0.000    0.000    0.000    0.000 targetconfig.py:51(ConfigStack)
        2    0.000    0.000    0.000    0.000 enum.py:774(__hash__)
        1    0.000    0.000    0.000    0.000 conv.py:17(Conv1d)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1587(__init__)
        8    0.000    0.000    0.000    0.000 methods.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 :0(array_equivalent_object)
        3    0.000    0.000    0.000    0.000 utils.py:709(get_hashable_key)
        1    0.000    0.000    0.000    0.000 types.py:475(BaseStructType)
        7    0.000    0.000    0.000    0.000 caching.py:618(enable)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        3    0.000    0.000    0.000    0.000 :0(log)
        1    0.000    0.000    0.000    0.000 utils.py:87(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:26(ExecutionStats)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 common.py:268(is_fsspec_url)
        1    0.000    0.000    0.000    0.000 gzip.py:401(_GzipReader)
        1    0.000    0.000    0.000    0.000 random.py:217(__init_subclass__)
        2    0.000    0.000    0.000    0.000 common.py:116(ensure_python_int)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1688(__init__)
        1    0.000    0.000    0.000    0.000 values.py:586(MetaDataString)
        2    0.000    0.000    0.000    0.000 typed_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 linear_relu.py:6(LinearReLU)
        1    0.000    0.000    0.000    0.000 tempfile.py:770(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 constraints.py:146(_DependentProperty)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 common.py:183(validate_header_arg)
        1    0.000    0.000    0.000    0.000 tasks.py:99(Task)
       12    0.000    0.000    0.000    0.000 :0(islower)
        1    0.000    0.000    0.000    0.000 weibull.py:10(Weibull)
        1    0.000    0.000    0.000    0.000 descriptors.py:8(TargetDescriptor)
        4    0.000    0.000    0.000    0.000 config.py:258(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:596(Barrier)
        2    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 packer.py:167(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 loss.py:780(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:74(EmbeddingBag)
        4    0.000    0.000    0.000    0.000 utils.py:6(_ntuple)
        1    0.000    0.000    0.000    0.000 rnn.py:38(RNNCellBase)
        1    0.000    0.000    0.000    0.000 _script.py:487(ScriptModule)
        1    0.000    0.000    0.000    0.000 backend_registry.py:40(backend_registered)
        1    0.000    0.000    0.000    0.000 beta.py:10(Beta)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
        2    0.000    0.000    0.000    0.000 constraints.py:315(__init__)
        1    0.000    0.000    0.000    0.000 _util.py:404(MapWrapper)
        1    0.000    0.000    0.000    0.000 ops.py:205(Op)
        1    0.000    0.000    0.000    0.000 storage.py:258(<dictcomp>)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        5    0.000    0.000    0.000    0.000 enum.py:259(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_ident)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 common.py:192(all_none)
        1    0.000    0.000    0.000    0.000 cpu_options.py:20(FastMathOptions)
        1    0.000    0.000    0.000    0.000 npytypes.py:34(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 normalization.py:4(LayerNorm)
        1    0.000    0.000    0.000    0.000 loss.py:296(GaussianNLLLoss)
        1    0.000    0.000    0.000    0.000 column.py:60(PandasColumn)
        5    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
        1    0.000    0.000    0.000    0.000 models.py:434(UniTupleModel)
        5    0.000    0.000    0.000    0.000 :0(__prepare__)
        1    0.000    0.000    0.000    0.000 overrides.py:1756(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
        1    0.000    0.000    0.000    0.000 sql.py:1845(SQLiteTable)
        1    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:19(Kumaraswamy)
        6    0.000    0.000    0.000    0.000 funcdesc.py:108(llvm_func_name)
        3    0.000    0.000    0.000    0.000 rangeobj.py:99(RangeIter)
        2    0.000    0.000    0.000    0.000 constraint_registry.py:83(__init__)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:18(LKJCholesky)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        1    0.000    0.000    0.000    0.000 targetconfig.py:13(Option)
        2    0.000    0.000    0.000    0.000 __init__.py:81(__setattr__)
        2    0.000    0.000    0.000    0.000 constraints.py:366(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1308(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:25(is_locked)
        1    0.000    0.000    0.000    0.000 __init__.py:424(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:1265(__init__)
        1    0.000    0.000    0.000    0.000 :0(localtime)
        1    0.000    0.000    0.000    0.000 ffi.py:193(OutputString)
        1    0.000    0.000    0.000    0.000 zipfile.py:2236(Path)
        2    0.000    0.000    0.000    0.000 core.py:6535(__setattr__)
        1    0.000    0.000    0.000    0.000 cpu_options.py:126(InlineOptions)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 padding.py:323(_ReplicationPadNd)
        2    0.000    0.000    0.000    0.000 constraints.py:332(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:676(HalfStorage)
        1    0.000    0.000    0.000    0.000 fold.py:9(Fold)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 ir.py:1024(Var)
        1    0.000    0.000    0.000    0.000 values.py:430(__new__)
        2    0.000    0.000    0.000    0.000 constraints.py:290(__init__)
        2    0.000    0.000    0.000    0.000 values.py:866(add)
        4    0.000    0.000    0.000    0.000 config.py:797(is_type_factory)
        1    0.000    0.000    0.000    0.000 codegen.py:1002(RuntimeLinker)
        1    0.000    0.000    0.000    0.000 models.py:941(RecordModel)
        1    0.000    0.000    0.000    0.000 base_events.py:278(Server)
        1    0.000    0.000    0.000    0.000 dataframes.py:311(DataFrameTracer)
        2    0.000    0.000    0.000    0.000 __init__.py:989(__setitem__)
        1    0.000    0.000    0.000    0.000 types.py:198(IntType)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:9(_MultiDeviceReplicator)
        1    0.000    0.000    0.000    0.000 models.py:1142(GeneratorModel)
        1    0.000    0.000    0.000    0.000 activation.py:98(LeakyReLU)
        1    0.000    0.000    0.000    0.000 normalization.py:13(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 instancenorm.py:7(_InstanceNorm)
        1    0.000    0.000    0.000    0.000 observer.py:1236(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 internal.py:29(_InternalRPCPickler)
        1    0.000    0.000    0.000    0.000 loss.py:1404(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 compiler.py:546(DefaultPassBuilder)
        1    0.000    0.000    0.000    0.000 transforms.py:515(ExpTransform)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:44(TensorMeta)
        1    0.000    0.000    0.000    0.000 fileopener.py:76(FileLoaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base.py:293(get_env_name)
        1    0.000    0.000    0.000    0.000 stata.py:3112(StataWriter117)
        4    0.000    0.000    0.000    0.000 types.py:352(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:178(__init__)
        1    0.000    0.000    0.000    0.000 frontend.py:627(build_Pass)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        3    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 hooks.py:9(RemovableHandle)
        1    0.000    0.000    0.000    0.000 blocks.py:1621(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 wrappers.py:688(_ArrayArgLoader)
        1    0.000    0.000    0.000    0.000 bn_relu.py:44(BNReLU3d)
        1    0.000    0.000    0.000    0.000 listobj.py:411(ListIterInstance)
        1    0.000    0.000    0.000    0.000 linear.py:208(LazyLinear)
        1    0.000    0.000    0.000    0.000 __init__.py:731(QInt32Storage)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:61(_ResourceSharer)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:735(MixedContainerUnroller)
        1    0.000    0.000    0.000    0.000 _base.py:315(Future)
        1    0.000    0.000    0.000    0.000 event.py:220(Listener)
        1    0.000    0.000    0.000    0.000 gumbel.py:11(Gumbel)
        1    0.000    0.000    0.000    0.000 linear.py:21(Identity)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 locks.py:435(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 misc.py:354(ClassInstanceType)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 activation.py:13(Threshold)
        1    0.000    0.000    0.000    0.000 _decorators.py:479(Appender)
        1    0.000    0.000    0.000    0.000 typeinfer.py:130(ConstraintNetwork)
        1    0.000    0.000    0.000    0.000 scalars.py:216(IntEnumClass)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ir.py:1617(__new__)
        1    0.000    0.000    0.000    0.000 conv.py:1464(LazyConvTranspose2d)
        1    0.000    0.000    0.000    0.000 observer.py:1300(NoopObserver)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
